CO,CO2,Methane,Temperature,Humidity,date,time
1.2,188.87,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:29:23
1.16,143.39,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:29:42
1.21,132.12,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:30:02
1.24,113.28,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:30:22
1.26,95.89,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:30:42
1.23,78.74,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:31:02
1.23,65.93,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-02,12:31:22
1.74,1572.93,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:57:19
1.97,586.27,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:57:39
1.92,222.25,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:57:59
1.87,106.87,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:58:19
1.71,58.31,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:58:39
1.73,37.01,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:59:00
1.79,26.33,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:59:20
1.74,18.86,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,11:59:39
1.72,14.58,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:00:00
1.83,11.83,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:00:19
2.34,12.31,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:00:40
2.19,11.29,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:01:00
2.32,9.94,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:01:20
2.35,9.24,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:01:40
2.38,8.83,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:02:00
2.36,8.49,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:02:20
2.4,8.37,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:02:40
2.38,8.03,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:03:00
2.42,8.09,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:03:20
2.44,7.76,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:03:40
2.41,7.67,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:04:00
2.44,7.4,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:04:20
2.45,7.33,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:04:40
2.43,7.21,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:05:00
2.45,6.91,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:05:20
1.98,6.12,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:05:40
1.9,5.79,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:06:00
1.77,7.79,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:07:31
1.88,6.83,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:07:51
2.02,7.56,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:08:35
1.84,6.86,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:08:55
1.91,6.69,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:09:14
2.35,7.4,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:09:34
2.41,7.18,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:09:54
2.46,7.03,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:10:14
2.4,6.85,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:10:34
2.29,6.64,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:10:54
2.14,6.72,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:11:14
2.21,6.86,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:11:34
2.09,6.61,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:11:54
2.11,6.62,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:12:14
2.22,6.62,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:12:34
2.21,6.36,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:12:54
2.11,6.24,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:13:14
2.0,6.16,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:13:34
2.19,6.44,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:13:54
2.22,6.36,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:14:14
2.12,6.07,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:14:34
2.08,5.99,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:14:54
2.04,5.99,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:15:14
2.03,5.93,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:15:34
1.93,5.76,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:15:54
1.88,5.79,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:16:14
1.68,5.35,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:16:34
2.27,11.6,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:19:11
2.51,10.46,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:19:30
2.6,8.29,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:19:50
2.3,7.45,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:20:10
2.33,7.4,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:20:30
2.31,7.04,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:20:50
2.27,6.98,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:21:10
2.26,6.88,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:21:30
2.27,6.78,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:21:50
2.71,7.47,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:22:10
2.75,7.42,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:22:30
2.66,7.4,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:22:50
2.32,6.86,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:23:10
2.18,6.44,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:23:30
2.16,6.36,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:23:50
2.43,6.8,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:24:10
2.44,6.65,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:24:30
2.4,6.62,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:24:50
2.35,6.59,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:25:10
2.4,7.01,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:25:30
2.41,7.2,0.2345493300852617,26.907642276422767,46.33821138211382,2024-02-05,12:25:50
